node,degree,degree_rank,betweenness,betweenness_rank,eigenvector,eigenvector_rank,thanks,thanks_rank
ABBOTT KELLER,3,3433,2.1227211305357727e-07,4703,0.0028625068376149396,1807,1.0,2256
ABE FRIEDMAN,3,3433,1.6463060374091542e-06,3826,0.00012722833829486438,4977,1.0,2256
ABEL ELIZALDE,2,4724,1.6803061374267037e-07,4831,3.3602046136492326e-05,5677,1.0,2256
ABIMANYU YOOPI,2,4724,3.0260172759736817e-06,3628,4.10520168591734e-05,5599,1.0,2256
ADAM ZARETSKY,3,3433,4.998054757231004e-07,4292,1.4603700614289668e-05,5949,1.0,2256
ADOLF HENGSTSCHLAGER,3,3433,5.31001994285074e-07,4267,0.001175841325246127,2851,1.0,2256
ADOLFO CORRALES,3,3433,1.1277982100861517e-07,4981,0.00040413121227666934,3975,1.0,2256
ADRIAN VAN RIXTEL,3,3433,3.85791313861827e-07,4440,6.005569188075201e-05,5414,1.0,2256
ADRIANNA LOHNES,3,3433,4.44274953791782e-07,4382,0.00017003081576945808,4787,1.0,2256
AGUEDA MADOZ,2,4724,1.4364671962461549e-08,5476,1.5818746399803473e-06,6389,1.0,2256
AHARONI GIL,2,4724,2.9327871923359e-08,5340,6.531165225556827e-05,5368,1.0,2256
AHMAD FUAD RAHMANY,2,4724,3.0260172759736817e-06,3628,4.10520168591734e-05,5599,1.0,2256
AIDYN BIBOLOV,1,6241,0.0,5851,2.845341225596427e-06,6279,1.0,2256
AINO LEVONMAA,1,6241,0.0,5851,0.00011338176710624124,5047,1.0,2256
AL KLEMKOVSKI,2,4724,1.3301343730701665e-08,5512,0.0017237229237608883,2356,1.0,2256
AL LEMON,2,4724,4.63063039198092e-08,5229,0.0009541057946901938,3095,1.0,2256
ALAN DOUGLAS HARRIS,1,6241,0.0,5851,0.00020496598461237485,4584,1.0,2256
ALEJANDRO DIAZ DE LEON,2,4724,2.098751531590907e-06,3744,3.1908325204806765e-07,6635,1.0,2256
ALEJANDRO GIL ORTIZ,1,6241,0.0,5851,0.00020496598461237485,4584,1.0,2256
ALEX HANRAHAN,2,4724,3.3149242990295886e-09,5768,0.0002378160411058541,4488,1.0,2256
ALEX REYFMAN,3,3433,1.660081754993641e-07,4836,0.00073554687798223,3426,1.0,2256
ALEXANDRE BRUNEL,2,4724,2.161660810145354e-07,4697,5.908517618975878e-05,5443,1.0,2256
ALFRED MURATA,1,6241,0.0,5851,0.000414742937461544,3938,1.0,2256
ALICIA WILLIAMS,3,3433,1.4327633101637348e-06,3863,0.00013658790930163133,4916,1.0,2256
ALLAN MORTENSEN,3,3433,1.426503290681252e-06,3868,0.0018529480736361363,2257,1.0,2256
ALLEN MCDOWELL,2,4724,1.5639862450210028e-07,4854,0.0016761121880785991,2399,1.0,2256
ALLISON KEANE,2,4724,0.0,5851,0.0003022795692443386,4263,1.0,2256
AMANDA CARMIGNANI,1,6241,0.0,5851,4.771934909240621e-06,6200,1.0,2256
AMANDA MCCLAIN,2,4724,1.4585553771454455e-07,4892,0.0002506587250430614,4441,1.0,2256
AMEDEO DE CESARI,3,3433,2.5507228771287945e-09,5812,0.00274547767161015,1861,1.0,2256
AMR ADDAS,3,3433,1.9594795755590937e-07,4766,0.001122084634579808,2912,1.0,2256
AMY CHENG,4,2947,,,,,1.0,2256
AMY CREW-CUTTS,4,2947,1.0358381096599422e-06,3958,0.000721181419696133,3446,1.0,2256
AMY SLIPOWITZ,2,4724,,,,,1.0,2256
ANASTASIOS PLATANIOTIS,3,3433,5.634871556908996e-07,4248,0.00011311840709164246,5053,1.0,2256
ANDERSON SILVA,3,3433,6.2745495546636365e-06,3425,0.0016816499670317452,2389,1.0,2256
ANDRE KURMAN,2,4724,1.077350397184616e-08,5580,5.0028838672564775e-05,5506,1.0,2256
ANDREA REED,2,4724,3.5370833489288866e-07,4474,0.0017868781315985634,2306,1.0,2256
ANDREAS SAVVA,2,4724,1.4048850193094487e-08,5502,0.0002945069110246707,4276,1.0,2256
