node,degree,degree_rank,betweenness,betweenness_rank,eigenvector,eigenvector_rank,thanks,thanks_rank,papers,papers_rank
"Adam-Müller, Axel F.A.",9,1941,8.08386948101603E-05,2542,0.0005388157,3289,1,2256,1,773
"Adams, Brian J.",7,2284,9.50849334149625E-05,2478,0.0001633948,4618,1,2256,1,773
"Adams, John C.",12,1568,0.0001783416,2166,0.0004930518,3400,,,2,292
"Adams, Mike B.",2,5014,5.83340358209597E-09,5247,3.59430292687797E-06,6393,1,2256,,
"Adams, Renée Birgit",22,856,0.0003993662,1681,0.0093993767,683,10,233,1,773
"Adams, Robert M.",13,1468,0.0016263049,619,0.0002209437,4292,1,2256,1,773
"Adhikari, Ajay",2,5014,7.74101202455612E-08,4580,0.0002598642,4143,1,2256,,
"Adler, Barry E.",7,2284,3.00794371312654E-06,3425,0.0054109166,1031,3,982,,
"Adler, Michael",4,3178,1.55433841700435E-05,3011,0.001388873,2198,2,1382,,
"Admati, Anat R.",30,551,0.0005495995,1472,0.024148188,249,11,211,1,773
"Adolfson, Malin",8,2114,0.0004944826,1536,5.04461690924724E-05,5344,1,2256,1,773
"Adrian, Tobias",43,300,0.0057597235,121,0.0332040882,152,10,233,3,88
"Afonso, Gara",31,519,0.0009735837,985,0.0167701528,383,,,3,88
"Agarwal, Sumit",60,144,0.009945302,47,0.0128168238,502,5,602,3,88
"Agarwal, Vikas",70,95,0.0028112282,345,0.0132721287,487,9,278,2,292
"Agell, Jonas",4,3178,1.63335300298687E-08,4984,0.000005187,6305,1,2256,,
"Aggarwal, Rajesh K.",42,316,0.0144090516,16,0.0161428015,403,8,326,4,43
"Aggarwal, Reena",38,374,0.0035858912,244,0.0244017407,245,4,760,2,292
"Aghion, Philippe",4,3178,5.4871846577132E-07,3916,0.0027281674,1565,2,1382,,
"Agrawal, Anup",18,1061,0.0012436362,806,0.0036984889,1319,8,326,,
"Agrawal, Ashwini K.",5,2783,2.01707891782657E-06,3545,0.0049541062,1092,2,1382,,
"Aguerrevere, Felipe L.",20,954,0.0007150657,1220,0.0092998385,689,4,760,1,773
"Aguiar, Mark",3,3663,2.98681491820819E-06,3436,0.0001267401,4773,1,2256,,
"Agus Harjoto, Maretno",2,5014,8.16676501493436E-09,5162,0.0001297264,4751,1,2256,,
"Agusman, Agusman",5,2783,0,5693,3.59939204207983E-06,6390,,,1,773
"Agyei-Ampomah, Sam",4,3178,0.0002855714,1933,2.42612115888022E-06,6459,,,1,773
"Agénor, Pierre Richard",5,2783,,,,,1,2256,1,773
"Aharoni, Gil",2,5014,8.62686445239545E-10,5687,0.0011987439,2354,1,2256,,
"Ahearne, Alan G.",1,6641,0,5693,1.02048797403012E-05,6129,1,2256,,
"Ahern, Kenneth R.",18,1061,0.0001226059,2354,0.0061373906,939,7,390,,
"Ahmed, Sheraz",1,6641,0,5693,1.64530704242494E-06,6527,1,2256,,
"Ahn, Dong Hyun",4,3178,0,5693,0.0014674452,2147,,,1,773
"Ahn, HeeJoon",4,3178,1.73813372013114E-05,2983,0.0012264644,2336,2,1382,,
"Ahn, Seoungpil",6,2487,0.001142585,868,0.0004351057,3604,2,1382,1,773
"Ahn, SungYoon",2,5014,0,5693,1.23237391504546E-05,6049,,,1,773
"Ai, Hengjie",16,1224,0.0008573108,1078,0.0053550015,1036,1,2256,1,773
"Aisbett, Emma K.",1,6641,,,,,1,2256,,
"Aitken, Michael J.",3,3663,3.39747382214788E-06,3399,0.0001066803,4903,1,2256,,
"Akbel, Basak",3,3663,6.13196778361597E-07,3882,0.000424933,3632,,,1,773
"Akdeniz, Levent",6,2487,0.0006672287,1267,0.0002056437,4367,,,1,773
"Akerlof, George A.",6,2487,5.46979514270696E-06,3283,0.0035946191,1344,3,982,,
"Akhigbe, Aigbe O.",2,5014,7.34583883254096E-06,3210,0.0003175306,3935,1,2256,,
"Akhtar, Shumi",5,2783,0,5693,0.0023047916,1729,,,1,773
"Akimov, Alexandr",2,5014,1.49749359542879E-07,4360,0.000219627,4300,1,2256,,
"Akiyoshi, Fumio",1,6641,0,5693,3.00009657847489E-06,6410,1,2256,,
"Akram, Qaisar Farooq",7,2284,6.6378806171568E-06,3246,0.0002638371,4095,,,1,773
"Aktas, Nihat",26,692,0.0011471883,851,0.0031269771,1450,1,2256,2,292
"Al Zaman, Ashraf",1,6641,0,5693,5.28533427994678E-05,5312,1,2256,,
"Al-Anaswah, Nael",2,5014,0,5693,1.23237391504546E-05,6050,,,1,773
"Al-Yahyaee, Khamis Hamed",2,5014,0,5693,3.46572845843546E-06,6402,,,1,773
"Alañón-Pardo, Ángel",3,3663,9.59736595112804E-06,3138,0.0006199375,3095,1,2256,,
"Albarrán, Pedro",2,5014,8.76993131995892E-08,4535,1.06777678983649E-05,6111,1,2256,,
"Albertazzi, Ugo",8,2114,0.0003847118,1707,0.0002297343,4251,3,982,1,773
"Albrecht, Peter",2,5014,1.38835005253884E-07,4388,1.51429605266476E-07,6853,1,2256,,
"Albuquerque, Ana Maria",2,5014,3.01721787565481E-08,4854,0.0002314226,4239,1,2256,,
"Albuquerque, Rui",35,421,0.0013821226,726,0.0061056341,945,3,982,2,292
"Aldrich, Eric M.",2,5014,8.75010537314395E-09,5155,0.0003499287,3844,1,2256,,
"Alesii, Giuseppe",3,3663,0.000000005,5311,0.0003696393,3784,1,2256,,
"Alesina, Alberto F.",6,2487,6.22110054371939E-06,3260,0.0037515509,1308,3,982,,
"Alessandri, Piergiorgio",2,5014,0,5693,0.0001659984,4606,,,1,773
"Alessie, Rob J.M.",16,1224,0.0008748756,1055,0.0008141385,2798,,,1,773
"Alexander, Carol O.",6,2487,7.54978151539185E-06,3203,0.0001859755,4478,3,982,,
"Alexander, Cindy R.",15,1308,0.0002881575,1873,0.0026590724,1594,1,2256,1,773
"Alexander, Gordon J.",16,1224,0.0002891247,1866,0.0041484742,1236,5,602,3,88
"Alexandros Kostakis, Alexandros",14,1374,0.0006510224,1284,0.0003755826,3772,1,2256,1,773
"Alger, Ingela",3,3663,1.17685823497241E-06,3696,0.0006523546,3054,1,2256,,
"Ali, Ashiq",12,1568,9.73548439569957E-05,2451,0.0016876332,2001,,,1,773
"Aliaga-Díaz, Roger",1,6641,,,,,,,1,773
"Aliber, Robert Z.",2,5014,1.25642538691298E-08,5042,2.19466072848075E-05,5768,1,2256,,
"Alimov, Azizjon",2,5014,7.82281608376861E-08,4578,0.0001471902,4681,1,2256,,
"Allayannis, George",5,2783,1.24533437315531E-06,3684,0.0019523685,1893,2,1382,,
"Allen, Arthur C.",3,3663,1.08142305327268E-07,4458,0.0003845343,3729,1,2256,,
"Allen, Beth E.",6,2487,3.39236240434204E-05,2794,0.0023736346,1704,2,1382,,
"Allen, Franklin",81,57,0.0135476909,19,0.0962629807,20,36,12,2,292
"Allen, J. M.S.",3,3663,1.33390495243928E-07,4401,2.31746181764773E-05,5727,1,2256,,
"Allen, Linda",2,5014,0,5693,0.00145007,2162,1,2256,,
"Allen, William T.",3,3663,6.1025825456116E-07,3887,0.0016288801,2042,1,2256,,
"Almazan, Andres",51,211,0.0048923783,161,0.0197647954,313,15,120,1,773
"Almeida, Caio",6,2487,0.0002970559,1846,0.0003536572,3830,3,982,2,292
"Almeida, Heitor V.",86,46,0.0081271324,67,0.0527490142,76,24,40,3,88
"Aloui, Riadh",2,5014,,,,,,,1,773
"Alpanda, Sami",6,2487,0.000571306,1437,2.471759642913E-07,6808,,,1,773
"Alper, Koray",2,5014,,,,,1,2256,,
"Alphonse, Pascal",1,6641,0,5693,2.31687787340883E-05,5728,1,2256,,
"Alsakka, Rasha",3,3663,,,,,,,1,773
"Altavilla, Carlo",5,2783,0.0003095491,1819,3.93520549702441E-07,6780,,,1,773
"Alti, Aydoǧan",12,1568,8.06784471755684E-05,2543,0.0055093843,1013,7,390,,
"Altig, David E.",2,5014,4.80397942054962E-09,5330,2.38447367536442E-05,5717,1,2256,,
"Altinkiliç, Oya",6,2487,1.53237143542999E-05,3017,0.0024282538,1679,3,982,,
"Altissimo, Filippo",2,5014,4.53709167496353E-09,5334,4.31883529192364E-06,6351,1,2256,,
"Altman, Edward I.",1,6641,0,5693,0.0031814001,1428,1,2256,,
"Alvarez, Fernando E.",7,2284,7.44736641049922E-06,3204,0.003141575,1442,5,602,,
"Amato, Jeffery D.",3,3663,2.1960201724494E-07,4231,0.0001997594,4411,1,2256,,
"Amaya, Diego",5,2783,6.39228851759601E-06,3254,2.81551122850205E-06,6434,1,2256,,
"Ambec, Stéfan",2,5014,2.40198971027481E-09,5548,0.0001077629,4889,1,2256,,
"Ambrose, Brent William",24,776,0.0019321018,515,0.0042022878,1226,3,982,1,773
"Amel, Dean F.",11,1683,0.0011040263,892,0.0002106413,4343,,,1,773
"Amemiya, Takeshi",1,6641,0,5693,1.44468280087582E-06,6554,1,2256,,
"Ameriks, John",21,901,0.0007328488,1203,0.0024720135,1664,,,1,773
"Amihud, Yakov",136,5,0.0227694181,6,0.0675178283,41,37,10,2,292
"Amira, Khaled",4,3178,0.0002856939,1912,6.13445200578886E-05,5236,,,1,773
"Amit, Raphael Raffi",20,954,0.000205967,2086,0.0098729252,668,1,2256,1,773
"Ammann, Manuel",12,1568,0.000574054,1395,0.0011748738,2385,,,1,773
"Ammer, John",11,1683,0.0007273571,1206,0.0047391776,1128,4,760,1,773
"Amoako-Adu, Ben",2,5014,7.77787144279463E-09,5196,2.97474576346018E-06,6422,1,2256,,
"Amromin, Gene",30,551,0.0049874652,154,0.0043451892,1200,2,1382,2,292
"An, Xudong",16,1224,0.0001518471,2237,0.0018521742,1929,,,1,773
"An, Yunbi",2,5014,,,,,,,1,773
"Anand, Amber",4,3178,1.94208955119883E-06,3554,0.0031598078,1437,2,1382,,
"Andersen, Leif B.G.",2,5014,1.6385652088013E-07,4338,0.0006234416,3082,1,2256,,
"Andersen, Steffen",13,1468,8.29887620290706E-05,2530,0.0007942971,2824,,,1,773
"Andersen, Torben G.",36,401,0.0009162528,1021,0.0095116539,678,13,160,1,773
"Anderson, Anne Marie",1,6641,0,5693,0.000171082,4578,1,2256,,
"Anderson, Bing",4,3178,0,5693,0.0006091479,3128,,,1,773
"Anderson, Charles D.",2,5014,0,5693,6.32330624209501E-05,5198,,,1,773
"Anderson, Christopher W.",12,1568,0.0014571415,675,0.0004280642,3625,2,1382,1,773
"Anderson, Evan W.",13,1468,0.0002381201,2022,0.0015743767,2071,,,1,773
"Anderson, Heather M.",7,2284,0.0003495208,1749,1.5272937901771E-05,5950,2,1382,,
"Anderson, Kirsten",3,3663,4.01817896646944E-06,3359,0.0001019276,4930,1,2256,,
"Anderson, Robert M.",4,3178,2.91670179104798E-09,5493,0.0009176511,2674,3,982,,
"Anderson, Ronald C.",9,1941,0.0001896861,2139,0.0007344961,2924,,,1,773
"Anderson, Ronald W.",24,776,0.0001734606,2177,0.003794195,1298,6,477,1,773
"Andrade, Gregor",3,3663,9.29375757918624E-08,4518,0.0008852456,2712,1,2256,,
"Andrade, Sandro C.",12,1568,0.0007380819,1201,0.0037393124,1310,1,2256,2,292
"Andreff, Wladimir",2,5014,1.63335300298687E-09,5631,0.0001762489,4534,1,2256,,
"Andreou, Panayiotis C.",9,1941,0.0003924751,1695,0.0001805313,4499,,,1,773
"Andrews, Peter",2,5014,5.83340358209597E-09,5247,1.09269396615072E-06,6602,1,2256,,
"Andries, Natalia",3,3663,,,,,,,1,773
"Andrikopoulos, Andreas",0,7455,,,,,,,1,773
"Andritzky, Jochen R.",16,1224,0.0013095764,762,0.0004317509,3611,1,2256,1,773
"André, Paul",5,2783,0.000009629,3137,0.0008278118,2780,2,1382,,
"Andrés, Pablo De",2,5014,,,,,1,2256,,
"Ang, Andrew",48,241,0.0053453619,135,0.0129102726,498,12,183,3,88
"Ang, James",9,1941,0.000008017,3193,0.0025046657,1655,3,982,1,773
"Angeletos, George Marios",3,3663,8.35237331072832E-08,4570,0.0040499147,1253,2,1382,,
"Angelidis, Timotheos",1,6641,,,,,,,1,773
"Angelini, Paolo",22,856,0.0023329478,424,0.0011855393,2377,5,602,1,773
"Angerer, Xiaohong",13,1468,0.0006853843,1254,0.004652157,1143,,,1,773
"Angers, Jean F.",2,5014,7.1418360055601E-05,2584,1.08885864703685E-06,6606,1,2256,,
"Angrist, Joshua D.",1,6641,0,5693,0.0025573132,1632,1,2256,,
"Anjos, Fernando",2,5014,0,5693,0.0026711049,1586,2,1382,,
"Annaert, Jan",6,2487,6.08132475146098E-06,3268,0.0001338235,4741,1,2256,1,773
"Ansotegui, Carmen",2,5014,4.08338250746718E-08,4764,1.36861263778957E-05,5992,1,2256,,
"Antràs, Pol",2,5014,0.000000178,4315,0.0006676949,3026,1,2256,,
"Antunes, António A.",1,6641,0,5693,6.83118386873909E-05,5153,1,2256,,
"Antzoulatos, Angelos Adonis",2,5014,2.26854583748177E-09,5569,3.69762358922533E-05,5523,1,2256,,
"Antão, Paula",2,5014,0.0002857551,1894,6.84027718324042E-05,5152,1,2256,1,773
"Antón, Miguel",2,5014,0,5693,0.0021603754,1807,1,2256,,
"Aoki, Kosuke",1,6641,0,5693,1.07955833531403E-05,6098,1,2256,,
"Apilado, Vincent P.",4,3178,,,,,,,1,773
"Aragon, George O.",10,1811,1.24951959249868E-05,3066,0.0046803701,1138,5,602,,
"Aramonte, Sirio",2,5014,1.70140937811133E-09,5622,0.0001752129,4544,1,2256,,
"Araújo, Aloísio P.",18,1061,0.0009012347,1032,0.0025823773,1620,,,1,773
"Arce, Óscar J.",4,3178,3.018594086179E-07,4125,1.58832158653773E-05,5933,1,2256,,
"Arcot, Sridhar",2,5014,2.26854583748177E-09,5569,0.0004954315,3392,1,2256,,
"Arellano, Manuel",6,2487,0.0001053169,2407,5.59698280998649E-05,5280,3,982,,
"Arena, Matteo P.",2,5014,0,5693,7.46000740181614E-05,5096,1,2256,,
"Argimón, Isabel",2,5014,3.71216591587925E-09,5384,6.11913036093212E-05,5240,1,2256,,
"Arikawa, Yasuhiro",3,3663,1.66485338233019E-06,3602,5.64278221322784E-06,6296,1,2256,,
"Arisoy, Yakup Eser",0,7455,,,,,,,1,773
"Arlen, Jennifer H.",4,3178,7.92792608619428E-08,4576,0.0011063582,2447,2,1382,,
"Armenter, Roc",1,6641,0,5693,4.44534172136437E-06,6340,1,2256,,
"Armesto, Michelle T.",8,2114,8.23461379282161E-05,2535,0.000009489,6161,,,1,773
"Armour, John H.",2,5014,1.31722016369909E-09,5650,0.0002236871,4268,1,2256,,
"Armstrong, Christopher S.",2,5014,0,5693,0.0081578647,762,1,2256,,
"Arnold, Ivo J.M.",1,6641,,,,,,,1,773
"Arnott, Richard J.",3,3663,1.17685823497241E-06,3696,0.0006523546,3054,1,2256,,
"Arora, Navneet",4,3178,2.18661647815117E-05,2919,0.0008811778,2719,1,2256,,
"Arping, Stefan",2,5014,0,5693,0.0016741298,2012,1,2256,,
"Arrondel, Luc",3,3663,6.92829094767757E-08,4614,4.71342133507999E-05,5391,1,2256,,
"Artuç, Erhan",3,3663,4.68122483511396E-05,2710,5.68270967585916E-06,6294,,,1,773
"Asako, Kazumi",1,6641,0,5693,3.8378384732777E-06,6372,1,2256,,
"Ascari, Guido",6,2487,0.0028313483,341,2.13161474656631E-05,5784,2,1382,1,773
"Asdrubali, Pierfederico",1,6641,,,,,,,1,773
"Asem, Ebenezer",1,6641,0,5693,1.56806956395047E-05,5944,,,1,773
"Asgharian, Hossein",0,7455,,,,,,,1,773
"Ashcraft, Adam B.",26,692,0.0012356066,809,0.0088503319,721,5,602,2,292
"Ashenfelter, Orley C.",2,5014,5.10422813433398E-09,5276,1.52782400323982E-06,6542,1,2256,,
"Asker, John",3,3663,2.21219074320809E-07,4227,0.0008136166,2800,1,2256,,
"Asmild, Mette",3,3663,,,,,1,2256,,
"Asness, Clifford S.",2,5014,3.14106346728245E-09,5450,0.0007566698,2892,1,2256,,
"Asparouhova, Elena",27,656,0.0007098964,1237,0.0062380951,929,3,982,1,773
"Asplund, Marcus",4,3178,1.63335300298687E-08,4984,0.000005187,6305,1,2256,,
"Assaf, A. George",2,5014,,,,,,,1,773
"Assenmacher, Katrin",2,5014,0,5693,0.0001494574,4675,2,1382,,
"At, Christian",13,1468,0.0001866117,2148,0.0022183298,1773,,,1,773
"Atack, Jeremy",1,6641,0,5693,1.6354905588735E-05,5922,1,2256,,
"Atanasov, Vladimir",54,184,0.0104285532,43,0.0110649975,592,4,760,2,292
"Atanasova, Christina V.",6,2487,4.44596530720764E-05,2726,0.0002460766,4208,3,982,,
"Atanassov, Julian",20,954,0.0001306886,2324,0.0070803865,844,2,1382,1,773
"Athey, Susan",1,6641,0,5693,1.44468280087582E-06,6554,1,2256,,
"Atkeson, Andrew G.",6,2487,1.41855499972827E-06,3665,0.0027448841,1560,3,982,,
"Attanasio, Orazio P.",6,2487,0.0004722816,1563,0.0003782569,3755,2,1382,,
"Attig, Najah",4,3178,4.5396186580765E-05,2717,2.41436256677456E-06,6460,1,2256,,
"Audrino, Francesco",3,3663,2.41058719859857E-07,4197,0.0001749658,4558,1,2256,,
"Auer, Raphael A.",18,1061,0.0020136064,484,0.0035683258,1348,2,1382,1,773
"Auerbach, Alan J.",7,2284,0.0001247585,2344,0.0010048841,2582,4,760,,
"Augurzky, Boris",2,5014,,,,,1,2256,,
"Aussenegg, Wolfgang",2,5014,,,,,,,1,773
"Autor, David H.",2,5014,0,5693,0.0046454444,1145,1,2256,,
"Autore, Don M.",25,733,0.0009512952,1003,0.0018606623,1928,,,5,20
"Avery, Robert B.",13,1468,5.08998584242439E-05,2679,0.0080833374,772,9,278,,
"Avouyi-Dovi, Sanvi",3,3663,2.45974166673922E-06,3477,0.0009551049,2640,1,2256,,
"Avramov, Doron",20,954,0.0006468885,1286,0.0065982897,890,4,760,2,292
"Axelson, Ulf",20,954,8.66166591088535E-05,2518,0.0168049052,379,6,477,2,292
"Aynaoui, Karim El",3,3663,,,,,,,1,773
"Ayotte, Kenneth M.",33,466,0.0006424539,1290,0.0181049435,353,6,477,2,292
"Aysun, Uluc",4,3178,0.0002856939,1912,4.52756709724656E-09,6975,,,1,773
"Ayuso, Juan",4,3178,0.0001339928,2318,0.0004031354,3692,2,1382,,
"Ayyagari, Meghana",42,316,0.0015964494,627,0.0162486359,398,3,982,2,292
"Azofra, Valentín",4,3178,,,,,,,1,773
"Azoulay, Pierre",2,5014,2.72225500497812E-09,5528,0.000482557,3419,1,2256,,
"Aïssa, Mohamed Safouane Ben",2,5014,,,,,,,1,773
"Aït-Sahalia, Yacine",23,816,0.0005742528,1394,0.0027164029,1568,9,278,1,773
"Aǧca, Şenay",2,5014,0,5693,6.2519279948956E-05,5218,1,2256,,
BAILLIE GIFFORD,2,5014,,,,,1,2256,,
"BAIMAN, STANLEY",2,5014,0,5693,0.0019021825,1910,1,2256,,
BALAZS GAL,1,6641,0,5693,5.07972385337861E-05,5334,1,2256,,
BARBARA RHODES,2,5014,1.0208456268668E-08,5099,2.23729031245894E-06,6488,1,2256,,
BART HILDRETH,3,3663,1.08142305327268E-07,4458,0.0003845343,3729,1,2256,,
BAS WESTERMANN,2,5014,1.66342919893177E-08,4971,8.34701371306726E-05,5040,1,2256,,
