node,x,y
"(James) Huang Z., Zhijian",288.01,-233.46
A BASAK,-96.471,54.413
A GAYTAN,201.25,-26.896
"A. Sullivan, Michael A.",-206.83,-252.57
ABRAHAM THOMAS,106.82,-188.98
ADAM GILESKI,-269.64,-260.04
AHMED NAGI,17.42,-437.4
AKIKO MITSUI,-204.41,-181.81
ALAIN BUTERY,-309.53,452.27
ALAN PETERSEN,261.62,-113.55
ALAN RICHERT,-274.21,-43.612
ALFRED PLOTKIN,127.15,-211.55
ALFREDO LARREA-FALCONY,36.369,-32.526
AM TARANTOLA,-227.64,-346.8
AMIT ARORA,-284.1,-31.541
ANDRE WENT,-344.34,-182.76
ANDREA PEDERZOLLI,30.852,-279.22
ANDREAS SCHOENENBERGER,-167.83,191.82
ANDREI EVTIMOV,-297.84,-202.11
ANDREI SARYCHEV,-191.3,235.73
ANDREI ZAVIDONOV,-105.74,-388.88
ANDREW CLASTER,-220.36,26.135
ANDREW DEXTER,98.084,-266.28
ANDREW GRACIE,-148.29,32.697
ANDREW MARQUEZ,-230.17,-221.48
ANDREW WASIBURD,-327.23,-230.2
ANDY MESSIER,-256.72,124.0
ANDY STURM,-88.799,152.71
ANNA CALAMIA,-166.24,-279.98
ANNA LUSARDI,116.14,-54.552
ANNA MEYENDORFF,155.75,-97.727
ANNA TRAVIS,-324.71,-249.37
ANNETTE VIS,108.74,-30.4
ANTHONY MARCIANO,-115.33,-287.52
ANTHONY NEOH,-214.79,13.604
ANTONIS PAPANTOLEON,-345.97,-82.328
ANTONY THOMPSON,241.86,-116.95
AR RADHAKRISHNAN,-121.94,-311.74
ASHLEY HUBKA,-104.92,103.19
"ASQUITH, PAUL",-60.989,-178.17
ATINDRA BARUA,141.34,-181.51
AVI WHOL,-287.05,-94.651
"Aadland, David M.",112.22,181.41
"Abarbanell, Jeffery S.",-298.21,-248.85
"Abate, James A.",296.06,849.8
"Abbott, Ashok",184.63,-328.85
"Abel, Andrew B.",68.745,-52.926
"Abhyankar, Abhay H.",50.486,-211.87
"Abramitzky, Ran",-279.67,-255.18
"Abreu, Dilip",-94.385,-237.48
"Acemoglu, Daron",-25.021,157.69
"Acerbi, Carlo",213.75,-331.14
"Acharya, Viral V.",-68.658,-57.654
"Ackert, Lucy F.",-349.83,-36.693
"Adam, Klaus",97.384,78.305
"Adam, Tim R.",-97.985,-63.682
"Adam-Müller, Axel F.A.",-175.89,-98.354
"Adams, Mike B.",-266.02,117.51
"Adams, Renée Birgit",-70.235,-53.995
"Adams, Robert M.",-221.61,168.84
"Adler, Michael",31.423,59.402
"Admati, Anat R.",46.307,-131.89
"Adolfson, Malin",-140.12,208.1
"Aerts, Marc Goov",-285.6,152.47
"Affleck-Graves, John F.",-236.14,-152.08
"Agarwal, Sumit",-198.76,-3.7943
"Agarwal, Vikas",-181.15,-100.43
"Agbetsiafa, Douglas K.",-194.58,-335.48
"Agell, Jonas",145.61,251.73
"Aggarwal, Rajesh K.",-89.491,-153.71
"Aggarwal, Reena",-54.4,-5.7133
"Aghion, Philippe",80.868,-137.09
"Agnew, Julie Richardson",19.069,-251.64
"Agrawal, Anup",-288.42,-81.155
"Aguiar, Mark",97.862,-65.802
"Aguiar-Conraria, Luís",-215.84,773.76
"Ahlin, Christian R.",-330.77,-250.85
"Ahmed, Anwer S.",-81.926,171.46
"Ahn, Dong Hyun",154.08,-150.7
"Ahn, Seoungpil",-105.83,-218.8
"Ahn, Seung Chan",-179.37,-460.22
"Airaudo, Marco",384.83,138.04
"Aisen, Ari",1059.6,45.221
"Aitken, Michael J.",-441.14,-21.165
"Aizenman, Joshua",71.612,-173.48
